"","name","perc","grap.t","time","date"
"1","E60_0023.jpg",0.0909090909090909,1,"07:26:46",1554820006
"2","E60_0061.jpg",0.75,1,"07:45:38",1554821138
"3","E60_0075.jpg",0.0303030303030303,1,"07:50:46",1554821446
"4","E60_0139.jpg",0.5,1,"08:09:30",1554822570
"5","E60_0151.jpg",0.257575757575758,1,"08:14:50",1554822890
"6","E60_0155.jpg",0.0625,1,"08:19:00",1554823140
"7","E60_0181.jpg",0.62962962962963,1,"08:23:02",1554823382
