image,time,percentage,bird.size
E60_0023.jpg,7:26:46,0.090909091,2.75
E60_0061.jpg,7:45:38,0.75,28
E60_0075.jpg,7:50:46,0.03030303,8.25
E60_0139.jpg,8:09:30,0.5,46
E60_0151.jpg,8:14:50,0.257575758,33
E60_0155.jpg,8:19:00,0.0625,2.91
E60_0181.jpg,8:23:02,0.62962963,54
